year,school_code_std,school_name,school_division,school_kind,region,estb,campus_count,ministry_of_education,national_scholarship,ministry_of_science_ict,ministry_of_employment,ministry_of_trade,ministry_of_health,ministry_of_culture,ministry_of_sme,ministry_of_agriculture,other_ministries,local_government,total_support,tuition_revenue,benefit_rate,uploaded_at
2020,0000547,충청대학교,전문대학,전문대학,충북,사립,1,16662193967,9084704289,0,0,0,0,0,146360000,0,51098900,155375000,7930323578,225,35.2,2026-08-07T20:45:18.674Z
2020,0000031,한국교원대학교,대학,대학교,충북,국립,1,56155355042,2926456000,3271073000,0,0,0,0,0,60000000,577745850,7801208100,64938925992,0,0,2026-08-07T20:45:18.674Z
2020,0000034,한국교통대학교,대학,대학교,충북,국립,1,93748328004,14618626210,889183333,1032826670,1476813000,0,78500000,802846700,0,1915500328,2296445690,87621817515,0,0,2026-08-07T20:45:18.674Z
2021,0000072,가톨릭관동대학교,대학,대학교,강원,사립,1,25488455028,14039870790,2772965000,1062569820,0,704000000,253500000,3546000000,90000000,1127282460,2089434740,23094336258,536,43.1,2026-08-07T20:45:18.674Z
2021,0000514,강릉영동대학교,전문대학,전문대학,강원,사립,1,8151903115,5801097320,0,0,0,0,73000000,0,0,48531500,463750200,2936087495,142,20.8,2026-08-07T20:45:18.674Z
2021,0000001,강릉원주대학교,대학,대학교,강원,국립,1,101128840380,13346125150,4358971000,305955600,1223171100,43000000,115000000,795272000,201280000,1514134900,3648420400,99987920230,0,0,2026-08-07T20:45:18.674Z
2021,0000548,강원관광대학교,전문대학,전문대학,강원,사립,1,1613612015,1609479400,0,0,0,0,0,0,0,12810910,577768950,594712475,30,19.6,2026-08-07T20:45:18.674Z
2021,0000003,강원대학교,대학,대학교,강원,국립,1,251137093168,28602138620,24126236333,1120000000,2253298500,1224000000,1139428000,2071200000,5198695000,14923513230,9391743000,283983068611,0,0,2026-08-07T20:45:18.674Z
2021,0002639,강원도립대학교,전문대학,전문대학,강원,공립,1,3230840764,748732440,0,0,0,0,44300000,130000000,0,0,13084200000,15740608324,0,0,2026-08-07T20:45:18.674Z
2021,0000060,경동대학교,대학,대학교,강원,사립,1,14611606783,14268133077,296503000,0,0,5000000,17500000,175948800,0,98673590,2446174860,3383273956,580,5.8,2026-08-07T20:45:18.674Z
2021,0000119,상지대학교,대학,대학교,강원,사립,1,15833604671,11585171570,1457547000,79310000,55000000,190000000,220500000,305000000,995280000,639106500,2112676675,10302853276,490,21.1,2026-08-07T20:45:18.674Z
2021,0000515,세경대학교,전문대학,전문대학,강원,사립,1,3046053259,2618530760,0,0,0,0,0,0,0,17748360,697260000,1142530859,47,24.4,2026-08-07T20:45:18.674Z
2021,0000567,송곡대학교,전문대학,전문대학,강원,사립,1,2926832529,1519481900,0,0,0,0,0,0,0,21185000,338569500,1767105129,34,52.2,2026-08-07T20:45:18.674Z
2021,0000564,송호대학교,전문대학,전문대학,강원,사립,1,2583119736,2303263604,0,0,0,0,38500000,0,0,11300500,412738050,742394682,50,14.8,2026-08-07T20:45:18.674Z
2021,0000262,춘천교육대학교,대학,교육대학,강원,국립,1,17952182853,1102473000,386133000,0,204000000,0,0,0,0,21720460,182560000,17644123313,0,0,2026-08-07T20:45:18.674Z
2021,0000578,한국골프대학,전문대학,전문대학,강원,사립,1,1118263372,1052318167,0,0,0,0,75500000,0,0,21677130,209740000,372862335,31,12.1,2026-08-07T20:45:18.674Z
2021,0000594,한국폴리텍 III 대학,전문대학,기능대학,강원,사립,1,528930786,528345000,0,29724784013,0,0,0,0,0,0,15900000,29741269799,0,0,2026-08-07T20:45:18.674Z
2021,0000197,한라대학교,대학,대학교,강원,사립,1,9730181866,6320087820,471814000,791000000,241320000,0,49500000,260753600,0,296054280,1581339119,7101875045,210,33.8,2026-08-07T20:45:18.674Z
2021,0000198,한림대학교,대학,대학교,강원,사립,1,37064301855,14081738460,8968788860,90000000,898850000,3875416500,151725800,369200000,0,2780789019,1359782400,41477115974,621,66.8,2026-08-07T20:45:18.674Z
2021,0000553,한림성심대학교,전문대학,전문대학,강원,사립,1,14811337054,6971336550,0,0,0,0,0,189886400,0,20320500,279720000,8329927404,156,53.6,2026-08-07T20:45:18.674Z
2021,0000063,가천대학교,대학,대학교,경기,사립,1,51340690563,26706960720,19720870000,708000000,3265302250,2619000000,1008842700,3450750000,488000000,4856211197,258141000,61008846990,1748,34.9,2026-08-07T20:45:18.674Z
2021,0000046,가톨릭대학교,대학,대학교,경기,사립,1,37190158457,11464241070,25913107400,300000000,667050000,12397552500,1116965990,0,160000000,6255012560,590639750,73126245587,835,87.6,2026-08-07T20:45:18.674Z
2021,0000051,강남대학교,대학,대학교,경기,사립,1,18767644608,9976908100,209606000,0,136100000,75000000,369100000,30000000,0,266087000,2179500,9878809008,509,19.4,2026-08-07T20:45:18.674Z
2021,0000560,경기과학기술대학교,전문대학,전문대학,경기,사립,1,17287283494,8705346380,80096000,452807450,0,0,0,313351600,30000000,243340000,259136400,9960668564,264,37.7,2026-08-07T20:45:18.674Z
2021,0000056,경기대학교,대학,대학교,경기,사립,1,38525741500,23062412380,4126621400,300000000,2079605000,0,535134600,2060000000,50000000,2186072670,168179450,26968942240,1184,22.8,2026-08-07T20:45:18.674Z
2021,0000416,경민대학교,전문대학,전문대학,경기,사립,1,19396191458,10563240660,0,0,0,0,0,30000000,120000000,93277400,1164125000,10240353198,244,42,2026-08-07T20:45:18.674Z
2021,0002641,경복대학교,전문대학,전문대학,경기,사립,1,26601387580,16814839068,0,90000000,0,0,200979000,40000000,0,55340500,1034340500,11207208512,381,29.4,2026-08-07T20:45:18.674Z
2021,0002643,계약신학대학원대학교,전문대학,전문대학원,경기,사립,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-07T20:45:18.674Z
2021,0000426,계원예술대학교,전문대학,전문대학,경기,사립,1,7753122603,5778379510,0,100000000,45500000,0,189760000,67000000,0,28582280,20000000,2425585373,208,11.7,2026-08-07T20:45:18.674Z
2021,0002857,구세군사관대학원대학교,전문대학,특수대학원,경기,사립,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2026-08-07T20:45:18.674Z
2021,0000549,국제대학교,전문대학,전문대학,경기,사립,1,7888888276,7150594980,0,0,0,0,0,0,0,37010200,3000000,778303496,197,4,2026-08-07T20:45:18.674Z
2021,0000655,국제법률경영대학원대학교,전문대학,전문대학원,경기,사립,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2026-08-07T20:45:18.674Z
2021,0000319,국제사이버대학교,대학,사이버대학(대학),경기,사립,1,4911015433,4893192000,0,0,115000000,0,0,0,0,78580000,0,211403433,80,2.6,2026-08-07T20:45:18.674Z
2021,0002928,국제암대학원대학교,전문대학,전문대학원,경기,특별법법인,1,232500000,0,2393726000,0,0,419000000,0,0,0,0,0,3045226000,0,0,2026-08-07T20:45:18.674Z
2021,0000440,김포대학교,전문대학,전문대학,경기,사립,1,6639457881,6327809000,0,90000000,0,0,0,173704000,0,25116000,19566200,620035081,152,4.1,2026-08-07T20:45:18.674Z
2021,0000441,농협대학교,전문대학,전문대학,경기,사립,1,1906014590,462938553,30000000,0,0,0,0,0,130000000,4480660,0,1607556697,21,76.5,2026-08-07T20:45:18.674Z
2021,0002818,능인불교대학원대학교,전문대학,전문대학원,경기,사립,1,27323580,0,0,0,0,0,0,0,0,0,0,27323580,4,6.8,2026-08-07T20:45:18.674Z
2021,0000082,단국대학교,대학,대학교,경기,사립,1,71891454721,34008212220,13187303000,0,4007354000,341000000,467500000,2700533600,958300000,4621017410,6004500,64172255011,2208,29.1,2026-08-07T20:45:18.674Z
2021,0000448,대림대학교,전문대학,전문대학,경기,사립,1,30724949761,15704539910,84525000,697584930,0,0,0,0,0,82378080,4215709000,20100606861,461,43.6,2026-08-07T20:45:18.674Z
2021,0000097,대진대학교,대학,대학교,경기,사립,1,21439784794,14951009820,573377000,270000000,200467700,0,30000000,335000000,4176900,609757500,15719500,8527273574,563,15.2,2026-08-07T20:45:18.674Z
2021,0000641,대한신학대학원대학교,전문대학,전문대학원,경기,사립,1,8317160,0,0,0,0,0,0,0,0,0,0,8317160,10,0.8,2026-08-07T20:45:18.674Z
2021,0000457,동남보건대학교,전문대학,전문대학,경기,사립,1,15207664343,9362700833,0,119231000,102000000,0,0,0,0,26305000,2195924000,8288423510,298,27.9,2026-08-07T20:45:18.674Z
2021,0000450,동서울대학교,전문대학,전문대학,경기,사립,1,21406720108,12213378500,84192000,260653000,662672000,0,384550000,0,0,38464000,50630000,10674502608,371,28.8,2026-08-07T20:45:18.674Z
2021,0000461,동아방송예술대학교,전문대학,전문대학,경기,사립,1,13211218366,7273622480,0,0,0,0,146990000,0,0,43084000,8253000,6135922886,218,28.2,2026-08-07T20:45:18.674Z
2021,0000465,동원대학교,전문대학,전문대학,경기,사립,1,13570516447,7019454850,37485000,271220000,0,0,165000000,0,0,44393000,1047349140,8116508737,183,44.3,2026-08-07T20:45:18.674Z
2021,0000469,두원공과대학교,전문대학,전문대학,경기,사립,1,6973418461,6194379650,0,124240000,100000000,0,0,152660000,0,24732400,8083500,1188754711,197,6,2026-08-07T20:45:18.674Z
2021,0000108,루터대학교,대학,대학교,경기,사립,1,2535613104,723753670,0,0,0,0,0,0,0,3150000,0,1815009434,22,80.7,2026-08-07T20:45:18.674Z
2021,0000109,명지대학교,대학,대학교,경기,사립,1,37258925471,21678003830,6590649000,714477927,1495200000,0,197500000,382139200,0,4872093080,33101250,29866082098,1307,22.8,2026-08-07T20:45:18.674Z
2021,0000482,부천대학교,전문대학,전문대학,경기,사립,1,31248716348,19151274125,0,512220000,0,0,0,0,0,75963600,4762924000,17448549823,467,37.4,2026-08-07T20:45:18.674Z
2021,0000125,서울신학대학교,대학,대학교,경기,사립,1,8014329423,5867090500,32602000,0,0,0,77602500,0,0,17468000,230490000,2505401423,191,13.2,2026-08-07T20:45:18.674Z
2021,0000489,서울예술대학교,전문대학,전문대학,경기,사립,1,7268203780,6462020300,0,0,0,0,799900000,0,0,22471000,10075000,1638629480,253,6.5,2026-08-07T20:45:18.674Z
2021,0000127,서울장신대학교,대학,대학교,경기,사립,1,1413560512,1103796667,0,0,0,0,0,0,0,11929240,304500,321997585,53,6.1,2026-08-07T20:45:18.674Z
2021,0002668,서울제일대학원대학교,전문대학,전문대학원,경기,사립,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-07T20:45:18.674Z
2021,0000566,서정대학교,전문대학,전문대학,경기,사립,1,17415447460,13152710680,0,172898000,0,50328000,0,0,0,395161550,780170500,5661294830,381,14.8,2026-08-07T20:45:18.674Z
2021,0000131,성결대학교,대학,대학교,경기,사립,1,15199696682,9495802437,301684000,240000000,0,0,6936883000,0,0,208304500,2193215250,15583980995,378,41.3,2026-08-07T20:45:18.674Z
2021,0000661,성서침례대학원대학교,전문대학,전문대학원,경기,사립,1,2716920,0,0,0,315000000,0,0,0,0,0,0,317716920,3,115.3,2026-08-07T20:45:18.674Z
2021,0000139,수원가톨릭대학교,대학,대학교,경기,사립,1,198766300,193043800,0,0,0,0,680000000,0,0,2548500,0,688271000,10,68.5,2026-08-07T20:45:18.674Z
2021,0000497,수원과학대학교,전문대학,전문대학,경기,사립,1,9900366079,9518236738,37747000,5415600,0,0,0,0,23999997,23916500,1617000,474825438,244,2,2026-08-07T20:45:18.674Z
2021,0000140,수원대학교,대학,대학교,경기,사립,1,16228167295,14232357860,1260863000,0,78070000,0,44000000,2525355000,0,750428000,17148000,6671673435,694,9.6,2026-08-07T20:45:18.674Z
2021,0000496,수원여자대학교,전문대학,전문대학,경기,사립,1,8623715624,8185131427,0,0,0,0,0,0,0,35760910,935500,475280607,261,1.8,2026-08-07T20:45:18.674Z
2021,0000233,신경대학교,대학,대학교,경기,사립,1,318864207,64595000,0,0,2177500000,0,0,0,0,11357500,0,2443126707,33,73.5,2026-08-07T20:45:18.674Z
2021,0000501,신구대학교,전문대학,전문대학,경기,사립,1,21763955094,15072214550,0,0,0,0,18150000,40000000,0,349544500,1409077000,8508512044,422,20.2,2026-08-07T20:45:18.674Z
2021,0000506,신안산대학교,전문대학,전문대학,경기,사립,1,7707617941,7295142234,70586000,183475860,0,0,0,0,0,13136000,1565380000,2245053567,179,12.5,2026-08-07T20:45:18.674Z
2021,0002712,신한대학교,대학,대학교,경기,사립,1,15549847028,12691891180,205713000,992177200,0,0,106000000,136000000,0,955435727,2974014000,8227295775,570,14.4,2026-08-07T20:45:18.674Z
2021,0000672,실천신학대학원대학교,전문대학,전문대학원,경기,사립,1,34524000,0,0,0,0,0,0,0,0,0,0,34524000,4,9.6,2026-08-07T20:45:18.674Z
2021,0000145,아신대학교,대학,대학교,경기,사립,1,2229469404,1779083750,0,0,0,0,0,0,0,16546170,0,466931824,68,6.9,2026-08-07T20:45:18.674Z
2021,0000146,아주대학교,대학,대학교,경기,사립,1,41622673788,11988252200,37575229000,507000000,3314100000,3520774000,326700000,90000000,0,9968068500,592184400,85528477488,1218,70.2,2026-08-07T20:45:18.674Z
2021,0000507,안산대학교,전문대학,전문대학,경기,사립,1,16546502090,10062705500,0,211043000,0,206250000,0,124000000,0,7787000,500000000,7532876590,250,30.2,2026-08-07T20:45:18.674Z
2021,0000147,안양대학교,대학,대학교,경기,사립,1,13695333169,8606871268,437463000,100000000,0,0,64700000,0,0,3113575300,1496064000,10300264201,360,28.6,2026-08-07T20:45:18.674Z
2021,0000662,에스라성경대학원대학교,전문대학,전문대학원,경기,사립,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2026-08-07T20:45:18.674Z
2021,0000510,여주대학교,전문대학,전문대학,경기,사립,1,16753748300,10035243817,0,0,0,0,70000000,30000000,0,29091000,319530000,7167125483,282,25.4,2026-08-07T20:45:18.674Z
2021,0002651,연성대학교,전문대학,전문대학,경기,사립,1,24999809226,13616842231,0,142448800,0,0,0,89000000,0,34339500,575624000,12224379295,362,33.8,2026-08-07T20:45:18.674Z
2021,0002653,오산대학교,전문대학,전문대학,경기,사립,1,14809350133,8365981520,37639000,360183016,0,0,0,40000000,0,52813600,545769000,7479773229,279,26.8,2026-08-07T20:45:18.674Z
2021,0000156,용인대학교,대학,대학교,경기,사립,1,12946079915,10284368300,164000000,0,515000000,327500000,186000000,40000000,150000000,465629330,5487500,4515328445,477,9.5,2026-08-07T20:45:18.674Z
2021,0000520,용인예술과학대학교,전문대학,전문대학,경기,사립,1,10888706835,6772463330,0,90000000,0,0,0,0,0,10434000,840000,4217517505,217,19.5,2026-08-07T20:45:18.674Z
2021,0000568,웅지세무대학교,전문대학,전문대학,경기,사립,1,321653109,107556400,0,0,0,0,0,0,0,15876470,0,229973179,55,4.2,2026-08-07T20:45:18.674Z
2021,0000646,웨스트민스터신학대학원대학교,전문대학,전문대학원,경기,사립,1,14635221,0,0,0,315000000,0,0,0,0,0,0,329635221,31,10.5,2026-08-07T20:45:18.674Z
2021,0000524,유한대학교,전문대학,전문대학,경기,사립,1,20349942781,10733682169,35293000,439273000,0,0,0,70000000,0,9062000,75000000,10244888612,264,38.8,2026-08-07T20:45:18.674Z
2021,0000527,장안대학교,전문대학,전문대학,경기,사립,1,10239425187,9138082500,0,376798000,0,0,0,0,0,84752600,619000,1563512287,256,6.1,2026-08-07T20:45:18.674Z
2021,0000177,중앙승가대학교,대학,대학교,경기,사립,1,194775500,133775500,0,0,0,0,0,0,0,880000,0,61880000,6,10.1,2026-08-07T20:45:18.674Z
2021,0000654,중앙신학대학원대학교,전문대학,전문대학원,경기,사립,1,7430774,0,0,0,0,0,0,0,0,0,0,7430774,10,0.8,2026-08-07T20:45:18.674Z
2021,0000187,차의과학대학교,대학,대학교,경기,사립,1,11968161747,4075367860,6857944000,0,271000000,1223000000,177000000,89000000,84500000,654755000,6590000,17256582887,281,61.4,2026-08-07T20:45:18.674Z
2021,0000544,청강문화산업대학교,전문대학,전문대학,경기,사립,1,12425599026,7709566940,0,218633120,0,0,15278900,224800000,23999980,46510000,574272300,5819526386,238,24.4,2026-08-07T20:45:18.674Z
2021,0000667,청심신학대학원대학교,전문대학,전문대학원,경기,사립,1,8049330,0,0,0,0,0,0,0,0,0,0,8049330,5,1.6,2026-08-07T20:45:18.674Z
2021,0000184,칼빈대학교,대학,대학교,경기,사립,1,894304232,767365000,0,0,82000000,0,0,0,0,5330000,0,214269232,69,3.1,2026-08-07T20:45:18.674Z
2021,0000186,평택대학교,대학,대학교,경기,사립,1,10117064167,5992401734,273399000,0,468000000,0,0,0,0,505470000,1680000,5373211433,286,18.8,2026-08-07T20:45:18.674Z
2021,0000037,한경대학교,대학,대학교,경기,국립,2,79980819960,15454662060,1785148440,90000000,430397000,0,36500000,143412400,2188104000,6718531963,651588250,76569839953,0,0,2026-08-07T20:45:18.674Z
2021,0000565,한국관광대학교,전문대학,전문대학,경기,사립,1,7090501097,4410591416,0,0,0,0,80000000,0,0,12909500,1000000,2773819181,102,27.1,2026-08-07T20:45:18.674Z
2021,0000247,한국산업기술대학교,대학,대학교,경기,사립,1,26541353532,9995931110,4067930000,2019438130,6057890000,120000000,0,4861727200,0,16913900,373648880,34062970532,592,57.5,2026-08-07T20:45:18.674Z
2021,0000683,한국학대학원,전문대학,일반대학원,경기,특별법법인,1,1485363280,0,0,0,0,0,0,0,0,0,0,1485363280,0,0,2026-08-07T20:45:18.674Z
2021,0000194,한국항공대학교,대학,대학교,경기,사립,1,11822536812,4852391400,3735115000,90000000,1870150000,170000000,0,97000000,0,842581500,1153410050,14928401962,379,39.4,2026-08-07T20:45:18.674Z
2021,0000201,한세대학교,대학,대학교,경기,사립,1,8339421274,4935598000,42000000,90000000,0,0,4000000,23232000,0,69665000,4838500,3637558774,244,14.9,2026-08-07T20:45:18.674Z
2021,0000202,한신대학교,대학,대학교,경기,사립,1,16319536267,9192531220,293861000,841896000,1204625000,0,38000000,345000000,0,130723660,64304000,10045414707,382,26.3,2026-08-07T20:45:18.674Z
2021,0000647,합동신학대학원대학교,전문대학,전문대학원,경기,사립,1,18446681,0,0,0,0,0,0,0,0,0,0,18446681,20,0.9,2026-08-07T20:45:18.674Z
2021,0000207,협성대학교,대학,대학교,경기,사립,1,12190705044,8878325800,224250000,796137000,0,5000000,20000000,94000000,0,41223100,0,4492989344,310,14.5,2026-08-07T20:45:18.674Z
2021,0000579,ICT폴리텍대학,전문대학,기능대학,경기,사립,1,219873027,219692500,0,175110000,0,0,0,0,0,1140000,0,176430527,0,0,2026-08-07T20:45:18.674Z
2021,0002748,가야대학교,대학,대학교,경남,사립,1,5009838161,4533643190,0,0,100000,0,0,0,0,21884330,0,498179301,139,3.6,2026-08-07T20:45:18.674Z
2021,0000412,거제대학교,전문대학,전문대학,경남,사립,1,5648304871,2406768870,35293000,384272000,0,0,0,0,0,2579000,1000000,3664680001,64,57.2,2026-08-07T20:45:18.674Z
2021,0000059,경남대학교,대학,대학교,경남,사립,1,34292047853,19386293940,1800656800,954915400,381140000,70000000,78000000,496275000,80000000,752724600,0,19519465713,717,27.2,2026-08-07T20:45:18.674Z
2021,0000402,경남도립거창대학,전문대학,전문대학,경남,공립,1,4190146657,1174902370,0,0,0,0,0,30000000,0,0,0,3045244287,0,0,2026-08-07T20:45:18.674Z
2021,0000403,경남도립남해대학,전문대학,전문대학,경남,공립,1,4924332073,1187651200,0,0,0,0,0,0,0,0,0,3736680873,0,0,2026-08-07T20:45:18.674Z
2021,0000007,경상대학교,대학,대학교,경남,국립,1,310191026612,28362810580,25761529000,243183540,3340320000,1156250000,663457000,1046485200,5141927000,7896663243,0,327078031015,0,0,2026-08-07T20:45:18.674Z
2021,0000569,김해대학교,전문대학,전문대학,경남,사립,1,6208183460,3704006150,0,0,0,0,34000000,0,0,36467600,0,2574644910,83,30.9,2026-08-07T20:45:18.674Z
2021,0000509,동원과학기술대학교,전문대학,전문대학,경남,사립,1,9383053310,5194902616,0,1210354300,0,0,0,199091100,0,35177500,0,5632773594,130,43.4,2026-08-07T20:45:18.674Z
2021,0000470,마산대학교,전문대학,전문대학,경남,사립,1,18621666712,13062459880,0,0,0,206250000,165000000,417000000,0,28097320,0,6375554152,317,20.1,2026-08-07T20:45:18.674Z
2021,0000222,부산장신대학교,대학,대학교,경남,사립,1,867048367,538992330,0,0,0,0,0,0,0,5570000,2358500,335984537,23,14.5,2026-08-07T20:45:18.674Z
2021,0002652,연암공과대학교,전문대학,전문대학,경남,사립,1,7201028201,2389464584,0,0,0,0,0,0,0,5470000,0,4817033617,63,76.7,2026-08-07T20:45:18.674Z
2021,0000164,인제대학교,대학,대학교,경남,사립,1,27275562765,15589385300,8394964000,1452969380,453500000,505400000,82500000,107000000,131300000,1640767171,1650000,24456228016,700,34.9,2026-08-07T20:45:18.674Z
2021,0000260,진주교육대학교,대학,교육대학,경남,국립,1,24310641610,1397772000,148162000,0,0,0,0,67000000,0,27963658,0,23155995268,0,0,2026-08-07T20:45:18.674Z
2021,0000539,진주보건대학교,전문대학,전문대학,경남,사립,1,7688329278,7162637670,0,0,0,0,0,0,0,84127800,0,609819408,158,3.9,2026-08-07T20:45:18.674Z
2021,0000249,창신대학교,대학,대학교,경남,사립,1,4406960443,3508774480,248729000,0,450000000,0,0,0,0,43429312,0,1640344275,131,12.5,2026-08-07T20:45:18.674Z
2021,0000028,창원대학교,대학,대학교,경남,국립,1,101982219645,12078809670,7253672200,0,4110502000,0,52500000,2438750000,55000000,1050200450,1500000,104865534625,0,0,2026-08-07T20:45:18.674Z
2021,0000542,창원문성대학교,전문대학,전문대학,경남,사립,1,8898844420,5073389320,0,577848000,0,0,0,95000000,0,23638000,0,4521941100,113,39.9,2026-08-07T20:45:18.674Z
2021,0000570,한국승강기대학교,전문대학,전문대학,경남,사립,1,4135476840,1317356140,0,120000000,0,0,0,0,0,3373000,115334000,3056827700,41,75.2,2026-08-07T20:45:18.674Z
2021,0000410,가톨릭상지대학교,전문대학,전문대학,경북,사립,1,10919474642,5370938553,0,302224000,0,0,0,115000000,0,52081400,1000000,6018841489,104,57.7,2026-08-07T20:45:18.674Z
2021,0000456,경북과학대학교,전문대학,전문대학,경북,사립,1,3951631627,3677998370,0,130000000,0,0,0,0,0,26608750,0,430242007,101,4.2,2026-08-07T20:45:18.674Z
2021,0000405,경북도립대학교,전문대학,전문대학,경북,공립,1,3525620384,1024386120,0,0,0,0,0,87000000,55400000,0,0,2643634264,0,0,2026-08-07T20:45:18.674Z
2021,0000438,경북보건대학교,전문대학,전문대학,경북,사립,1,5919147836,2724930380,0,60000000,0,0,0,0,0,18596500,153500,3272967456,69,47.4,2026-08-07T20:45:18.674Z
2021,0002642,경북전문대학교,전문대학,전문대학,경북,사립,1,14007152348,7429009040,0,126793000,0,0,36500000,67000000,0,23279360,5816320,6837531988,157,43.7,2026-08-07T20:45:18.674Z
2021,0000668,경안대학원대학교,전문대학,전문대학원,경북,사립,1,972000,0,0,0,0,0,0,0,0,0,2940000,3912000,2,1.7,2026-08-07T20:45:18.674Z
2021,0000244,경운대학교,대학,대학교,경북,사립,1,21117682294,10588511168,232537000,200000000,0,0,267500000,30000000,3893250,183485000,3869500,11450455876,333,34.4,2026-08-07T20:45:18.674Z
2021,0000064,경일대학교,대학,대학교,경북,사립,1,28039941975,13085282970,1325161000,548286070,23042750,206250000,281500000,485780800,0,286995000,8120000,18119794625,474,38.3,2026-08-07T20:45:18.674Z
2021,0000065,경주대학교,대학,대학교,경북,사립,2,2426191423,892082000,0,206860000,100000,0,0,0,157140000,24382930,0,1922592353,54,27.8,2026-08-07T20:45:18.674Z
2021,0000430,구미대학교,전문대학,전문대학,경북,사립,1,26000107434,15710548990,0,738603000,0,0,0,30000000,0,203888000,0,11262049444,302,37.3,2026-08-07T20:45:18.674Z
2021,0000010,금오공과대학교,대학,대학교,경북,국립,1,73236965947,8433133220,6974842400,0,945660000,0,0,2478125000,75000000,1295974608,0,76573434735,0,0,2026-08-07T20:45:18.674Z
2021,0000241,김천대학교,대학,대학교,경북,사립,1,6235703635,4849221207,58293000,0,0,0,0,0,11000000,57314000,116000,1513205428,197,7.7,2026-08-07T20:45:18.674Z
2021,0000442,대경대학교,전문대학,전문대학,경북,사립,1,16467049830,9927709435,35293000,90000000,0,0,0,0,35800000,42321900,2120000,6744875295,228,29.6,2026-08-07T20:45:18.674Z
2021,0000088,대구가톨릭대학교,대학,대학교,경북,사립,1,39694636147,22602991480,4283666000,165740000,640412000,100000000,87000000,77000000,215667000,2366384027,4000000,25031513694,869,28.8,2026-08-07T20:45:18.674Z
2021,0000084,대구대학교,대학,대학교,경북,사립,1,61794600973,34738642380,6010919000,1087095000,610200000,0,220270000,3785820400,500460000,1313691528,6000000,40590414521,1185,34.3,2026-08-07T20:45:18.674Z
2021,0000320,대구사이버대학교,대학,사이버대학(대학),경북,사립,1,4600564041,4440736950,0,0,0,0,0,0,0,117226200,0,277053291,100,2.8,2026-08-07T20:45:18.674Z
2021,0000087,대구예술대학교,대학,대학교,경북,사립,1,2089843281,1740122500,0,0,0,0,35000000,0,0,38658500,1947500,425326781,61,6.9,2026-08-07T20:45:18.674Z
2021,0000061,대구한의대학교,대학,대학교,경북,사립,1,27590896141,13395311070,3103757000,401280000,0,120000000,233300000,30000000,130000000,705260330,5205000,18924387401,475,39.9,2026-08-07T20:45:18.674Z
2021,0000093,대신대학교,대학,대학교,경북,사립,1,1703271481,1485079500,0,0,0,0,0,0,0,36786000,0,254977981,37,6.8,2026-08-07T20:45:18.674Z
2021,0000106,동양대학교,대학,대학교,경북,사립,1,8870486814,7508695167,165762000,0,0,0,74500000,77000000,0,185250500,10659660,1874963807,250,7.5,2026-08-07T20:45:18.674Z
2021,0000475,문경대학교,전문대학,전문대학,경북,사립,1,4851371930,2248793767,0,0,0,0,0,0,0,7936000,0,2610514163,49,53.8,2026-08-07T20:45:18.674Z
2021,0000550,선린대학교,전문대학,전문대학,경북,사립,1,7278811010,5074276067,0,0,0,0,0,0,0,15659000,0,2220193943,121,18.3,2026-08-07T20:45:18.674Z
2021,0002647,성덕대학교,전문대학,전문대학,경북,사립,1,6437004596,4100979300,0,0,0,0,0,0,157140000,117628800,0,2610794096,72,36.2,2026-08-07T20:45:18.674Z
2021,0002650,안동과학대학교,전문대학,전문대학,경북,사립,1,11316191432,6053465420,0,262000000,0,0,41600000,0,0,30856000,5900000,5603082012,136,41.4,2026-08-07T20:45:18.674Z
2021,0000021,안동대학교,대학,대학교,경북,국립,1,88026661884,8889967400,1976221900,324000000,583600000,0,57000000,228572000,870120000,1694770400,8590000,84879568784,0,0,2026-08-07T20:45:18.674Z
2021,0000151,영남대학교,대학,대학교,경북,사립,1,72415524645,37201549060,17649890600,442400000,3544399000,611102000,797510000,358958000,1098168660,2974042830,320500,62690767175,1676,37.4,2026-08-07T20:45:18.674Z
2021,0000153,영남신학대학교,대학,대학교,경북,사립,1,1548031903,1313113900,0,0,0,0,0,0,0,10640000,0,245558003,43,5.8,2026-08-07T20:45:18.674Z
2021,0000418,영남외국어대학,전문대학,전문대학,경북,사립,1,115564706,27141560,0,0,0,0,0,0,0,31849000,66910000,187182146,25,7.5,2026-08-07T20:45:18.674Z
2021,0000160,위덕대학교,대학,대학교,경북,사립,1,7890837062,5370800524,0,160000000,0,0,115500000,30000000,4500000,48866000,250000,2879152538,197,14.6,2026-08-07T20:45:18.674Z
2021,0000188,포항공과대학교,대학,대학교,경북,사립,1,34299119412,1885264500,78801104000,0,4080606500,1496100000,1955000000,1157600000,306000000,2054966000,0,122265231412,248,492.8,2026-08-07T20:45:18.674Z
2021,0002658,포항대학교,전문대학,전문대학,경북,사립,1,4759627398,4015692327,0,0,0,0,0,77000000,0,36291000,3364000,860590071,98,8.8,2026-08-07T20:45:18.674Z
