year,cohort,school_rep_code,school_rep_name,region,estb,school_division,central_ministries,national_scholarship,central_subtotal,local_government,total_support,tuition_revenue,benefit_rate,campus_count,has_alimi,updated_at
2021,university,0000044,가천대학교,경기,사립,대학,87457666710,26706960720,60750705990,258141000,61008846990,174780398.9,34.9,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000034,가톨릭대학교,경기,사립,대학,83999846907,11464241070,72535605837,590639750,73126245587,83455502.01,87.6,3,Y,2026-08-15T07:08:44.243Z
2021,university,0000036,강남대학교,경기,사립,대학,19853537608,9976908100,9876629508,2179500,9878809008,50948061.8,19.4,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000039,경기대학교,경기,사립,대학,49863175170,23062412380,26800762790,168179450,26968942240,118445561,22.8,2,Y,2026-08-15T07:08:44.243Z
2021,university,0000060,단국대학교,경기,사립,대학,98174462731,34008212220,64166250511,6004500,64172255011,220768583.3,29.1,2,Y,2026-08-15T07:08:44.243Z
2021,university,0000068,대진대학교,경기,사립,대학,23462563894,14951009820,8511554074,15719500,8527273574,56297725.57,15.1,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000078,루터대학교,경기,사립,대학,2538763104,723753670,1815009434,0,1815009434,2249679.57,80.7,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000079,명지대학교,경기,사립,대학,51510984678,21678003830,29832980848,33101250,29866082098,130744991.1,22.8,2,Y,2026-08-15T07:08:44.243Z
2021,university,0000090,서울신학대학교,경기,사립,대학,8142001923,5867090500,2274911423,230490000,2505401423,19058498.88,13.1,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000092,서울장신대학교,경기,사립,대학,1425489752,1103796667,321693085,304500,321997585,5275664.162,6.1,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000095,성결대학교,경기,사립,대학,22886568182,9495802437,13390765745,2193215250,15583980995,37771061.29,41.3,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000101,수원가톨릭대학교,경기,사립,대학,881314800,193043800,688271000,0,688271000,1004211.168,68.5,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000102,수원대학교,경기,사립,대학,20886883295,14232357860,6654525435,17148000,6671673435,69449057.96,9.6,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000178,신경대학교,경기,사립,대학,2507721707,64595000,2443126707,0,2443126707,3322258.04,73.5,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000509,신한대학교,경기,사립,대학,17945172955,12691891180,5253281775,2974014000,8227295775,56970565.6,14.4,2,Y,2026-08-15T07:08:44.243Z
2021,university,0000558,아신대학교,경기,사립,대학,2246015574,1779083750,466931824,0,466931824,6786724,6.9,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000108,아주대학교,경기,사립,대학,96924545288,11988252200,84936293088,592184400,85528477488,121793617.5,70.2,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000109,안양대학교,경기,사립,대학,17411071469,8606871268,8804200201,1496064000,10300264201,36000335.28,28.6,2,Y,2026-08-15T07:08:44.243Z
2021,university,0000115,용인대학교,경기,사립,대학,14794209245,10284368300,4509840945,5487500,4515328445,47741741,9.5,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000130,중앙승가대학교,경기,사립,대학,195655500,133775500,61880000,0,61880000,613317.02,10.1,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000139,차의과학대학교,경기,사립,대학,21325360747,4075367860,17249992887,6590000,17256582887,28092847.11,61.4,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000136,칼빈대학교,경기,사립,대학,981634232,767365000,214269232,0,214269232,6871470,3.1,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000138,평택대학교,경기,사립,대학,11363933167,5992401734,5371531433,1680000,5373211433,28586328.14,18.8,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000191,한국산업기술대학교,경기,사립,대학,43685252762,9995931110,33689321652,373648880,34062970532,59244092.13,57.5,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000144,한국항공대학교,경기,사립,대학,18627383312,4852391400,13774991912,1153410050,14928401962,37919033,39.4,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000151,한세대학교,경기,사립,대학,8568318274,4935598000,3632720274,4838500,3637558774,24384113.5,14.9,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000152,한신대학교,경기,사립,대학,19173641927,9192531220,9981110707,64304000,10045414707,38150696.4,26.3,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000156,협성대학교,경기,사립,대학,13371315144,8878325800,4492989344,0,4492989344,30957556.74,14.5,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000032,가야대학교,경남,사립,대학,5031822491,4533643190,498179301,0,498179301,13875084.22,3.6,2,Y,2026-08-15T07:08:44.243Z
2021,university,0000040,경남대학교,경남,사립,대학,38905759653,19386293940,19519465713,0,19519465713,71705268.16,27.2,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000167,부산장신대학교,경남,사립,대학,872618367,538992330,333626037,2358500,335984537,2322735.89,14.5,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000181,영산대학교,경남,사립,대학,0,0,0,0,0,0,,2,N,2026-08-15T07:08:44.243Z
2021,university,0000122,인제대학교,경남,사립,대학,40043963316,15589385300,24454578016,1650000,24456228016,69990354.8,34.9,2,Y,2026-08-15T07:08:44.243Z
2021,university,0000193,창신대학교,경남,사립,대학,5149118755,3508774480,1640344275,0,1640344275,13130487.07,12.5,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000174,한국국제대학교,경남,사립,대학,0,0,0,0,0,0,,1,N,2026-08-15T07:08:44.243Z
2021,university,0000188,경운대학교,경북,사립,대학,22035097544,10588511168,11446586376,3869500,11450455876,33302929.67,34.4,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000045,경일대학교,경북,사립,대학,31196957595,13085282970,18111674625,8120000,18119794625,47354127.13,38.3,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000046,경주대학교,경북,사립,대학,1942976162,446041000,1496935162,0,1496935162,5384468.2,27.8,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000185,김천대학교,경북,사립,대학,6362310635,4849221207,1513089428,116000,1513205428,19705959.57,7.7,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000063,대구가톨릭대학교,경북,사립,대학,47630505174,22602991480,25027513694,4000000,25031513694,86869071.28,28.8,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000061,대구대학교,경북,사립,대학,75323056901,34738642380,40584414521,6000000,40590414521,118503187.2,34.3,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000062,대구예술대학교,경북,사립,대학,2163501781,1740122500,423379281,1947500,425326781,6144824.91,6.9,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000042,대구한의대학교,경북,사립,대학,32314493471,13395311070,18919182401,5205000,18924387401,47455640.78,39.9,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000065,대신대학교,경북,사립,대학,1740057481,1485079500,254977981,0,254977981,3744076.82,6.8,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000076,동양대학교,경북,사립,대학,9372999314,7508695167,1864304147,10659660,1874963807,25013470.17,7.5,2,Y,2026-08-15T07:08:44.243Z
2021,university,0000111,영남대학교,경북,사립,대학,99891995735,37201549060,62690446675,320500,62690767175,167572540.2,37.4,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000112,영남신학대학교,경북,사립,대학,1558671903,1313113900,245558003,0,245558003,4250848.068,5.8,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000119,위덕대학교,경북,사립,대학,8249703062,5370800524,2878902538,250000,2879152538,19737639.73,14.6,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000140,포항공과대학교,경북,사립,대학,124150495912,1885264500,122265231412,0,122265231412,24810942.56,492.8,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000146,한동대학교,경북,사립,대학,25496678208,7870244375,17626433833,9485000,17635918833,31860695.4,55.4,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000052,광신대학교,광주,사립,대학,1621361133,1490298500,131062633,0,131062633,5570108.5,2.4,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000176,광주대학교,광주,사립,대학,28114817921,15579098170,12535719751,225500,12535945251,42366054.54,29.6,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000055,광주여자대학교,광주,사립,대학,14422518668,9428180294,4994338374,654000,4994992374,24793298.38,20.1,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000162,남부대학교,광주,사립,대학,10096510853,6765915740,3330595113,0,3330595113,21619171.41,15.4,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000187,송원대학교,광주,사립,대학,8385258500,6181158040,2204100460,1312500,2205412960,19044692.66,11.6,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000127,조선대학교,광주,사립,대학,89727915103,35144374250,54583540853,3070000,54586610853,141067057.9,38.7,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000157,호남대학교,광주,사립,대학,27233315123,13588131460,13645183663,446000,13645629663,48920991.56,27.9,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000158,호남신학대학교,광주,사립,대학,1727677792,1383961500,343716292,0,343716292,4951412.78,6.9,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000048,계명대학교,대구,사립,대학,84170410004,42884940940,41285469064,1157500,41286626564,161862040.3,25.5,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000067,대전대학교,대전,사립,대학,40810866677,16385427110,24425439567,1464580,24426904147,65236653.05,37.4,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000182,대전신학대학교,대전,사립,대학,426361338,245295500,181065838,0,181065838,863627,21,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000080,목원대학교,대전,사립,대학,23373363529,15369537940,8003825589,7497500,8011323089,53894593.89,14.9,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000081,배재대학교,대전,사립,대학,29474793520,14264176850,15210616670,5270000,15215886670,54731625.01,27.8,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000184,우송대학교,대전,사립,대학,29324013265,17042364850,12281648415,8124930,12289773345,71804323.38,17.1,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000120,을지대학교,대전,사립,대학,24294878987,7136099634,17158779353,225570000,17384349353,41094866,42.3,3,Y,2026-08-15T07:08:44.243Z
2021,university,0000551,한국침례신학대학교,대전,사립,대학,6310255198,3138941270,3171313928,0,3171313928,10060580.78,31.5,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000145,한남대학교,대전,사립,대학,50671355570,20599729420,30071626150,5150000,30076776150,82363082.1,36.5,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000043,경성대학교,부산,사립,대학,42270368643,24453218974,17817149669,0,17817149669,80315656.62,22.2,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000050,고신대학교,부산,사립,대학,18494386201,8562049388,9932336813,0,9932336813,29207272.28,34,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000180,동명대학교,부산,사립,대학,34639028624,17107155370,17531873254,1500000,17533373254,50316930,34.8,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000073,동서대학교,부산,사립,대학,44631950840,22077309650,22554641190,0,22554641190,62469484.36,36.1,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000075,동아대학교,부산,사립,대학,80206267429,36375892030,43830375399,1500000,43831875399,137264203.3,31.9,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000077,동의대학교,부산,사립,대학,58323467691,31177389940,27146077751,2000000,27148077751,99916982.34,27.2,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000082,부산가톨릭대학교,부산,사립,대학,19752198621,8502806810,11249391811,0,11249391811,25353994.27,44.4,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000083,부산외국어대학교,부산,사립,대학,23700434745,14291828580,9408606165,3230000,9411836165,45344863.76,20.8,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000106,신라대학교,부산,사립,대학,32085537296,16594183870,15491353426,1000000,15492353426,53231199.56,29.1,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000035,감리교신학대학교,서울,사립,대학,2757783045,1990276867,767506178,4930350,772436528,8667113.547,8.9,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000037,건국대학교,서울,사립,대학,121895846583,31426702200,90469144383,14507500,90483651883,231870911.4,39,2,Y,2026-08-15T07:08:44.243Z
2021,university,0000047,경희대학교,서울,사립,대학,153824248582,32667681118,121156567464,21816920,121178384384,298100152.5,40.7,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000049,고려대학교,서울,사립,대학,317362394299,27385609580,289976784719,616118750,290592903469,356169041.5,81.6,2,Y,2026-08-15T07:08:44.243Z
2021,university,0000053,광운대학교,서울,사립,대학,37924571009,10423144300,27501426709,7828750,27509255459,77572513.14,35.5,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000056,국민대학교,서울,사립,대학,82506734298,21843814300,60662919998,31970500,60694890498,153140979.4,39.6,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000070,덕성여자대학교,서울,사립,대학,18421043666,8256908082,10164135584,15340570,10179476154,40929856.73,24.9,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000071,동국대학교,서울,사립,대학,112889193342,30295563787,82593629555,247624080,82841253635,209852665,39.5,2,Y,2026-08-15T07:08:44.243Z
2021,university,0000072,동덕여자대학교,서울,사립,대학,20268166266,11269416410,8998749856,9986500,9008736356,52793245.88,17.1,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000084,삼육대학교,서울,사립,대학,20153607298,9994232900,10159374398,10829000,10170203398,45872033.87,22.2,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000085,상명대학교,서울,사립,대학,54569996947,19713567567,34856429380,26614370,34883043750,105155704.1,33.2,2,Y,2026-08-15T07:08:44.243Z
2021,university,0000087,서강대학교,서울,사립,대학,52796822195,7257643166,45539179029,9007000,45548186029,103109818.9,44.2,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000088,서경대학교,서울,사립,대학,20819884172,9614681083,11205203089,13238500,11218441589,49492884.4,22.7,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000069,서울기독대학교,서울,사립,대학,912935546,809402334,103533212,0,103533212,4002034.8,2.6,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000091,서울여자대학교,서울,사립,대학,20786300806,11573435950,9212864856,1702887120,10915751976,51737189.07,21.1,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000539,서울한영대학교,서울,사립,대학,2168298963,1523722700,644576263,355500,644931763,6042080.294,10.7,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000096,성공회대학교,서울,사립,대학,10516455594,4113307187,6403148407,6577150,6409725557,16923159.57,37.9,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000097,성균관대학교,서울,사립,대학,254630087103,18730727900,235899359203,488370500,236387729703,279340542.1,84.6,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000098,성신여자대학교,서울,사립,대학,28157632142,14939107200,13218524942,19879500,13238404442,78771004.84,16.8,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000100,세종대학교,서울,사립,대학,68889351624,16070638050,52818713574,13558000,52832271574,122744760.7,43,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000103,숙명여자대학교,서울,사립,대학,52418099984,13368398700,39049701284,9192650,39058893934,103149578,37.9,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000105,숭실대학교,서울,사립,대학,69589958718,17779650500,51810308218,19392000,51829700218,134295241.4,38.6,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000110,연세대학교,서울,사립,대학,347410363279,27607772600,319802590679,3074608450,322877199129,399520843.4,80.8,2,Y,2026-08-15T07:08:44.243Z
2021,university,0000121,이화여자대학교,서울,사립,대학,99933019818,16140788280,83792231538,18579800,83810811338,202851727.8,41.3,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000125,장로회신학대학교,서울,사립,대학,2365770914,1742339400,623431514,192000,623623514,15892865.65,3.9,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000129,중앙대학교,서울,사립,대학,153133769204,28874622240,124259146964,245497000,124504643964,261684548.5,47.6,2,Y,2026-08-15T07:08:44.243Z
2021,university,0000133,총신대학교,서울,사립,대학,5385078234,4037961758,1347116476,8111500,1355227976,24864896.47,5.5,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000134,추계예술대학교,서울,사립,대학,2467717556,1901953150,565764406,2896000,568660406,11472039.96,5,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000525,케이씨대학교,서울,사립,대학,4859296138,2510294920,2349001218,344000,2349345218,11516434.7,20.4,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000142,한국성서대학교,서울,사립,대학,4478747918,2349608500,2129139418,2322500,2131461918,7977568,26.7,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000143,한국외국어대학교,서울,사립,대학,52436794093,21230852000,31205942093,15416000,31221358093,146071399.3,21.4,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000150,한성대학교,서울,사립,대학,21843730707,10809957217,11033773490,6428700,11040202190,56035749.77,19.7,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000153,한양대학교,서울,사립,대학,257036826574,31614578104,225422248470,1100702750,226522951220,340529676.5,66.5,2,Y,2026-08-15T07:08:44.243Z
2021,university,0000160,홍익대학교,서울,사립,대학,58834803975,24252236100,34582567875,40140000,34622707875,192050506.8,18,2,Y,2026-08-15T07:08:44.243Z
2021,university,0000066,대전가톨릭대학교,세종,사립,대학,1067962500,55297500,1012665000,0,1012665000,390280,259.5,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000117,울산대학교,울산,사립,대학,79179946199,16460140640,62719805559,2870000,62722675559,99996293.76,62.7,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000123,인천가톨릭대학교,인천,사립,대학,1915706639,1073414497,842292142,1640000,843932142,6407583.733,13.2,2,Y,2026-08-15T07:08:44.243Z
2021,university,0000124,인하대학교,인천,사립,대학,112694458250,23983132100,88711326150,17415000,88728741150,164777789.8,53.8,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000054,광주가톨릭대학교,전남,사립,대학,0,0,0,0,0,0,,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000074,동신대학교,전남,사립,대학,27746232252,14058249400,13687982852,0,13687982852,42189038.26,32.4,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000166,목포가톨릭대학교,전남,사립,대학,3765630673,1417608400,2348022273,0,2348022273,3223930.666,72.8,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000064,세한대학교,전남,사립,대학,9287780139,8098376930,1189403209,5426500,1194829709,21391189.74,5.6,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000114,영산선학대학교,전남,사립,대학,1879370000,0,1879370000,0,1879370000,66000,2847.5,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000190,초당대학교,전남,사립,대학,10963442676,6958532940,4004909736,0,4004909736,19451686.48,20.6,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000186,한려대학교,전남,사립,대학,182402040,129370900,53031140,0,53031140,0,,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000173,예수대학교,전북,사립,대학,1639573447,1398487900,241085547,0,241085547,3648491.28,6.6,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000164,예원예술대학교,전북,사립,대학,2129074459,1994364100,134710359,1480000,136190359,14150006.66,1,2,Y,2026-08-15T07:08:44.243Z
2021,university,0000116,우석대학교,전북,사립,대학,27710039680,13345442538,14364597142,755500,14365352642,52968424.59,27.1,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000118,원광대학교,전북,사립,대학,65789544785,26896092118,38893452667,685500,38894138167,111212140.3,35,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000126,전주대학교,전북,사립,대학,60568536307,23414657568,37153878739,5998950,37159877689,78951610.93,47.1,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000155,한일장신대학교,전북,사립,대학,3396363274,2312949400,1083413874,0,1083413874,6674505.5,16.2,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000223,호원대학교,전북,사립,대학,19212860021,12755752000,6457108021,3784000,6460892021,34332687.14,18.8,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000192,제주국제대학교,제주,사립,대학,1220632904,832335500,388297404,0,388297404,4719708,8.2,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000038,건양대학교,충남,사립,대학,28885932926,13691201127,15194731799,3000000,15197731799,49819864.97,30.5,2,Y,2026-08-15T07:08:44.243Z
2021,university,0000169,금강대학교,충남,사립,대학,1043549372,401906600,641642772,0,641642772,1740630.333,36.9,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000059,나사렛대학교,충남,사립,대학,19164641648,10081513300,9083128348,1845000,9084973348,34996623.33,26,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000189,남서울대학교,충남,사립,대학,25920635594,18086851940,7833783654,1986500,7835770154,74749665.45,10.5,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000131,백석대학교,충남,사립,대학,35489662028,25116184090,10373477938,15364000,10388841938,108626617.7,9.6,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000094,선문대학교,충남,사립,대학,41812331780,17669434964,24142896816,9872700,24152769516,67866602.53,35.6,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000104,순천향대학교,충남,사립,대학,69713847949,17174943310,52538904639,145286500,52684191139,90775077.82,58,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000128,중부대학교,충남,사립,대학,23514891640,15300129260,8214762380,14706600,8229468980,60144789.57,13.7,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000225,청운대학교,충남,사립,대학,22191569758,12601401430,9590168328,2950000,9593118328,40816747.05,23.5,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000141,한국기술교육대학교,충남,사립,대학,144846775387,5679628400,139167146987,0,139167146987,19665324.76,707.7,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000149,한서대학교,충남,사립,대학,27067561994,12429557480,14638004514,3240000,14641244514,53401061.11,27.4,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000159,호서대학교,충남,사립,대학,49193066640,21417528220,27775538420,5620500,27781158920,102453467.2,27.1,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000557,가톨릭꽃동네대학교,충북,사립,대학,2947180036,1050247767,1896932269,0,1896932269,3363339.417,56.4,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000058,극동대학교,충북,사립,대학,8697238927,7033759200,1663479727,30000,1663509727,24016228.74,6.9,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000093,서원대학교,충북,사립,대학,26191631075,13558092480,12633538595,13622500,12647161095,42753194.05,29.6,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000099,세명대학교,충북,사립,대학,27250409440,15841919390,11408490050,17397950,11425888000,48795935.79,23.4,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000113,유원대학교,충북,사립,대학,10782351167,7397509547,3384841620,4819000,3389660620,23076883.07,14.7,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000183,중원대학교,충북,사립,대학,7909023094,5773882790,2135140304,2299500,2137439804,25835486.83,8.3,1,Y,2026-08-15T07:08:44.243Z
2021,university,0000132,청주대학교,충북,사립,대학,33457208696,17470073575,15987135121,8668830,15995803951,86380543.54,18.5,1,Y,2026-08-15T07:08:44.243Z
2021,junior-college,0000347,강릉영동대학교,강원,사립,전문대학,8273434615,5801097320,2472337295,463750200,2936087495,14150543.07,20.7,1,Y,2026-08-15T07:08:44.243Z
2021,junior-college,0000378,강원관광대학교,강원,사립,전문대학,1626422925,1609479400,16943525,577768950,594712475,3040538.187,19.6,1,Y,2026-08-15T07:08:44.243Z
2021,junior-college,0000348,세경대학교,강원,사립,전문대학,3063801619,2618530760,445270859,697260000,1142530859,4684822.109,24.4,1,Y,2026-08-15T07:08:44.243Z
2021,junior-college,0000393,송곡대학교,강원,사립,전문대학,2948017529,1519481900,1428535629,338569500,1767105129,3387677.567,52.2,1,Y,2026-08-15T07:08:44.243Z
2021,junior-college,0000390,송호대학교,강원,사립,전문대학,2632920236,2303263604,329656632,412738050,742394682,5022124.506,14.8,1,Y,2026-08-15T07:08:44.243Z
2021,junior-college,0000542,한국골프대학교,강원,사립,전문대학,1215440502,1052318167,163122335,209740000,372862335,3088507.5,12.1,1,Y,2026-08-15T07:08:44.243Z
2021,junior-college,0000383,한림성심대학교,강원,사립,전문대학,15021543954,6971336550,8050207404,279720000,8329927404,15553192.77,53.6,1,Y,2026-08-15T07:08:44.243Z
2021,junior-college,0000387,경기과학기술대학교,경기,사립,전문대학,18406878544,8705346380,9701532164,259136400,9960668564,26396776.07,37.7,1,Y,2026-08-15T07:08:44.243Z
2021,junior-college,0000255,경민대학교,경기,사립,전문대학,19639468858,10563240660,9076228198,1164125000,10240353198,24412752.74,41.9,1,Y,2026-08-15T07:08:44.243Z
2021,junior-college,0000259,경복대학교,경기,사립,전문대학,26987707080,16814839068,10172868012,1034340500,11207208512,38127463.6,29.4,1,Y,2026-08-15T07:08:44.243Z
2021,junior-college,0000264,계원예술대학교,경기,사립,전문대학,8183964883,5778379510,2405585373,20000000,2425585373,20783700.46,11.7,1,Y,2026-08-15T07:08:44.243Z
2021,junior-college,0000379,국제대학교,경기,사립,전문대학,7925898476,7150594980,775303496,3000000,778303496,19662731.79,4,1,Y,2026-08-15T07:08:44.243Z
2021,junior-college,0000277,김포대학교,경기,사립,전문대학,6928277881,6327809000,600468881,19566200,620035081,15173716.84,4.1,1,Y,2026-08-15T07:08:44.243Z
2021,junior-college,0000278,농협대학교,경기,사립,전문대학,2070495250,462938553,1607556697,0,1607556697,2101306.667,76.5,1,Y,2026-08-15T07:08:44.243Z
2021,junior-college,0000285,대림대학교,경기,사립,전문대학,31589437771,15704539910,15884897861,4215709000,20100606861,46104936.82,43.6,1,Y,2026-08-15T07:08:44.243Z
2021,junior-college,0000294,동남보건대학교,경기,사립,전문대학,15455200343,9362700833,6092499510,2195924000,8288423510,29759868.92,27.9,1,Y,2026-08-15T07:08:44.243Z
2021,junior-college,0000287,동서울대학교,경기,사립,전문대학,22837251108,12213378500,10623872608,50630000,10674502608,37098659.54,28.8,1,Y,2026-08-15T07:08:44.243Z
2021,junior-college,0000298,동아방송예술대학교,경기,사립,전문대학,13401292366,7273622480,6127669886,8253000,6135922886,21792806.46,28.2,1,Y,2026-08-15T07:08:44.243Z
2021,junior-college,0000302,동원대학교,경기,사립,전문대학,14088614447,7019454850,7069159597,1047349140,8116508737,18305921.19,44.3,1,Y,2026-08-15T07:08:44.243Z
2021,junior-college,0000305,두원공과대학교,경기,사립,전문대학,7375050861,6194379650,1180671211,8083500,1188754711,19670022.8,6,1,Y,2026-08-15T07:08:44.243Z
2021,junior-college,0000316,부천대학교,경기,사립,전문대학,31836899948,19151274125,12685625823,4762924000,17448549823,46673293.24,37.4,1,Y,2026-08-15T07:08:44.243Z
2021,junior-college,0000323,서울예술대학교,경기,사립,전문대학,8090574780,6462020300,1628554480,10075000,1638629480,25303971.2,6.5,1,Y,2026-08-15T07:08:44.243Z
2021,junior-college,0000392,서정대학교,경기,사립,전문대학,18033835010,13152710680,4881124330,780170500,5661294830,38138589.34,14.8,1,Y,2026-08-15T07:08:44.243Z
2021,junior-college,0000330,수원과학대학교,경기,사립,전문대학,9991445176,9518236738,473208438,1617000,474825438,24356772.21,1.9,1,Y,2026-08-15T07:08:44.243Z
2021,junior-college,0000329,수원여자대학교,경기,사립,전문대학,8659476534,8185131427,474345107,935500,475280607,26084891.55,1.8,1,Y,2026-08-15T07:08:44.243Z
